"YEAR","AMA","SECTOR","CATEGORY","PARENT WATER TYPE OR SECTOR","BUDGET ELEMENT","QUANTITY"
"1995","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"1996","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"1997","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"1998","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"1999","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2000","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2001","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2002","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2003","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2004","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2005","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2006","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2007","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2008","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2009","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2010","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2011","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2012","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2013","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2014","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2015","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2016","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2017","PINAL AMA","Recharge","Natural","","Mountain Front","500"
"2008","PINAL AMA","Municipal","Supply","Surface Water","Surface Water","499"
"2018","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","499"
"2014","PHOENIX AMA","Agricultural","Supply","Spill","Spill","498"
"1985","PINAL AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","496"
"2009","PINAL AMA","Municipal","Supply","Surface Water","Surface Water","496"
"1991","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","495"
"2001","SANTA CRUZ AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","495"
"1999","PINAL AMA","Municipal","Supply","CAP","CAP","493"
"2001","PRESCOTT AMA","Industrial","Demand","Industrial","Non Facility Use","490"
"2010","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exception Users","490"
"1986","PINAL AMA","Industrial","Demand","Industrial","Non Facility Use","489"
"2016","PINAL AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","488"
"2016","PINAL AMA","Municipal","Supply","Effluent","Recovered Effluent","486"
"1990","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","482"
"2001","PINAL AMA","Municipal","Supply","Effluent","Recovered Effluent","482"
"2015","PHOENIX AMA","Industrial","Supply","Other","Other","482"
"1999","PINAL AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","481"
"2005","SANTA CRUZ AMA","Municipal","Demand","Municipal","Small Provider Deliveries","481"
"2013","PINAL AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","481"
"2010","TUCSON AMA","Agricultural","Supply","Surface Water","Surface Water","480"
"1985","PINAL AMA","Industrial","Demand","Industrial","Non Facility Use","478"
"1990","PRESCOTT AMA","Industrial","Supply","Groundwater","Groundwater","476"
"1994","PRESCOTT AMA","Municipal","Demand","Municipal","Small Provider Deliveries","476"
"2017","PHOENIX AMA","Industrial","Supply","CAP","Recovered CAP","476"
"2007","PINAL AMA","Municipal","Supply","Surface Water","Surface Water","475"
"2014","PRESCOTT AMA","Industrial","Demand","Industrial","Non Facility Use","472"
"1989","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","470"
"2003","PINAL AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","467"
"2009","PINAL AMA","Industrial","Supply","Effluent","Recovered Effluent","467"
"2011","TUCSON AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","467"
"2006","TUCSON AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","466"
"1995","PRESCOTT AMA","Municipal","Demand","Municipal","Small Provider Deliveries","463"
"2000","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","463"
"2002","PINAL AMA","Municipal","Demand","Municipal","Urban Irrigation","462"
"1989","TUCSON AMA","Industrial","Demand","Industrial","Dairy Facilities","461"
"1988","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","458"
"1996","PRESCOTT AMA","Municipal","Demand","Municipal","Small Provider Deliveries","456"
"1999","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","456"
"2004","SANTA CRUZ AMA","Municipal","Demand","Municipal","Small Provider Deliveries","456"
"2015","PHOENIX AMA","Municipal","Supply","Spill","Spill","456"
"1986","PINAL AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","455"
"1994","SANTA CRUZ AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","455"
"2015","PRESCOTT AMA","Industrial","Demand","Industrial","Non Facility Use","455"
"2018","PINAL AMA","Municipal","Demand","Municipal","Urban Irrigation","455"
"1996","PHOENIX AMA","Industrial","Demand","Industrial","Cattle Feedlots","454"
"2014","TUCSON AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","454"
"2002","PINAL AMA","Industrial","Supply","Effluent","Effluent","453"
"2001","PINAL AMA","Municipal","Supply","CAP","Recovered CAP","451"
"1997","PHOENIX AMA","Industrial","Demand","Industrial","Cattle Feedlots","450"
"1985","TUCSON AMA","Industrial","Demand","Industrial","Dairy Facilities","449"
"1998","PINAL AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","448"
"1987","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","447"
"2013","PINAL AMA","Municipal","Demand","Municipal","Urban Irrigation","446"
"1985","PINAL AMA","Indian","Demand","Municipal","Municipal","445"
"2012","PRESCOTT AMA","Municipal","Supply","Surface Water","Recovered Surface Water","445"
"2010","TUCSON AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","444"
"2012","TUCSON AMA","Industrial","Demand","Industrial","Drainage and Dewatering Permits","444"
"1986","PINAL AMA","Indian","Demand","Municipal","Municipal","442"
"2003","SANTA CRUZ AMA","Municipal","Demand","Municipal","Small Provider Deliveries","442"
"2016","PHOENIX AMA","Agricultural","Supply","Spill","Spill","442"
"2003","PINAL AMA","Industrial","Supply","Effluent","Effluent","441"
"2004","PINAL AMA","Industrial","Supply","Effluent","Effluent","441"
"2006","SANTA CRUZ AMA","Municipal","Demand","Municipal","Small Provider Deliveries","441"
"1987","PINAL AMA","Indian","Demand","Municipal","Municipal","440"
"1988","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","438"
"1988","PINAL AMA","Indian","Demand","Municipal","Municipal","437"
"1986","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","436"
"1997","PINAL AMA","Municipal","Supply","Surface Water","Surface Water","435"
"1989","PINAL AMA","Indian","Demand","Municipal","Municipal","434"
"1997","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","434"
"1989","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exception Users","433"
"1999","PHOENIX AMA","Industrial","Demand","Industrial","Cattle Feedlots","433"
"1990","PINAL AMA","Indian","Demand","Municipal","Municipal","432"
"2006","SANTA CRUZ AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","431"
"2011","TUCSON AMA","Municipal","Supply","CAP","CAP","430"
"1991","PINAL AMA","Indian","Demand","Municipal","Municipal","429"
"1992","PINAL AMA","Indian","Demand","Municipal","Municipal","427"
"2017","PRESCOTT AMA","Municipal","Supply","Effluent","Recovered Effluent","426"
"1985","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","425"
"1993","PINAL AMA","Indian","Demand","Municipal","Municipal","424"
"1994","PINAL AMA","Indian","Demand","Municipal","Municipal","422"
"2012","PRESCOTT AMA","Municipal","Supply","Effluent","Recovered Effluent","421"
"2007","SANTA CRUZ AMA","Municipal","Demand","Municipal","Small Provider Deliveries","420"
"2018","PINAL AMA","Municipal","Supply","Effluent","Effluent","420"
"1995","PINAL AMA","Indian","Demand","Municipal","Municipal","419"
"1991","TUCSON AMA","Industrial","Demand","Industrial","Drainage and Dewatering Permits","418"
"1996","PINAL AMA","Indian","Demand","Municipal","Municipal","417"
"2001","PINAL AMA","Municipal","Supply","Surface Water","Surface Water","417"
"1997","PINAL AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","416"
"1993","SANTA CRUZ AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","415"
"1997","PINAL AMA","Indian","Demand","Municipal","Municipal","414"
"2007","TUCSON AMA","Municipal","Supply","Surface Water","Surface Water","413"
"1998","PINAL AMA","Indian","Demand","Municipal","Municipal","412"
"2014","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","410"
"1998","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","409"
"1999","PINAL AMA","Indian","Demand","Municipal","Municipal","409"
"1990","PINAL AMA","Municipal","Supply","Surface Water","Surface Water","408"
"2000","PINAL AMA","Indian","Demand","Municipal","Municipal","407"
"2001","PINAL AMA","Indian","Demand","Municipal","Municipal","404"
"1994","PRESCOTT AMA","Recharge","Natural","","Canal Seepage","403"
"1998","PRESCOTT AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","402"
"1999","PINAL AMA","Municipal","Supply","Effluent","Recovered Effluent","402"
"2002","PINAL AMA","Indian","Demand","Municipal","Municipal","402"
"1999","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exception Users","400"
"2003","TUCSON AMA","Industrial","Supply","Surface Water","Surface Water","400"
"2004","TUCSON AMA","Industrial","Supply","Surface Water","Surface Water","400"
"2005","TUCSON AMA","Industrial","Supply","Surface Water","Surface Water","400"
"2006","TUCSON AMA","Industrial","Supply","Surface Water","Surface Water","400"
"2016","TUCSON AMA","Industrial","Supply","Effluent","Recovered Effluent","400"
"2016","TUCSON AMA","Agricultural","Supply","CAP","CAP","400"
"1986","TUCSON AMA","Industrial","Demand","Industrial","Dairy Facilities","399"
"1991","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","399"
"2003","PINAL AMA","Indian","Demand","Municipal","Municipal","399"
"2004","PINAL AMA","Indian","Demand","Municipal","Municipal","397"
"2015","PINAL AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","397"
"1987","PINAL AMA","Industrial","Demand","Industrial","Dairy Facilities","395"
"1993","PRESCOTT AMA","Municipal","Demand","Municipal","Small Provider Deliveries","395"
"2004","PHOENIX AMA","Agricultural","Supply","Spill","Spill","394"
"2005","PINAL AMA","Indian","Demand","Municipal","Municipal","394"
"2003","PINAL AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","393"
"2006","PINAL AMA","Indian","Demand","Municipal","Municipal","392"
"1995","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","391"
"2016","PRESCOTT AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","391"
"2016","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exception Users","391"
"2014","PRESCOTT AMA","Municipal","Supply","Effluent","Recovered Effluent","390"
"1989","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","389"
"2007","PINAL AMA","Indian","Demand","Municipal","Municipal","389"
"1989","PINAL AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","388"
"2013","TUCSON AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","388"
"1996","PINAL AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","387"
"2008","PINAL AMA","Indian","Demand","Municipal","Municipal","387"
"2013","TUCSON AMA","Industrial","Supply","CAP","CAP","387"
"2016","PRESCOTT AMA","Municipal","Supply","Effluent","Recovered Effluent","387"
"2009","PINAL AMA","Indian","Demand","Municipal","Municipal","385"
"1990","PHOENIX AMA","Industrial","Supply","Groundwater","Poor Quality GW","382"
"1997","PHOENIX AMA","Agricultural","Supply","Effluent","GSF (EFFLUENT)","382"
"2010","PINAL AMA","Indian","Demand","Municipal","Municipal","382"
"1987","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","381"
"2011","TUCSON AMA","Industrial","Demand","Industrial","Drainage and Dewatering Permits","381"
"2018","TUCSON AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","381"
"1996","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exception Users","380"
"2011","PINAL AMA","Indian","Demand","Municipal","Municipal","380"
"2011","SANTA CRUZ AMA","Municipal","Demand","Municipal","Small Provider Deliveries","380"
"2012","PINAL AMA","Indian","Demand","Municipal","Municipal","378"
"1990","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","377"
"1992","PRESCOTT AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","377"
"2000","PINAL AMA","Municipal","Demand","Municipal","Urban Irrigation","377"
"2002","SANTA CRUZ AMA","Municipal","Demand","Municipal","Small Provider Deliveries","377"
"2013","PINAL AMA","Indian","Demand","Municipal","Municipal","375"
"2007","PINAL AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","373"
"2014","PINAL AMA","Indian","Demand","Municipal","Municipal","373"
"2018","PRESCOTT AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","373"
"2011","PINAL AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","371"
"2015","PINAL AMA","Indian","Demand","Municipal","Municipal","371"
"2015","TUCSON AMA","Industrial","Demand","Industrial","Drainage and Dewatering Permits","370"
"2015","TUCSON AMA","Industrial","Supply","Groundwater","Poor Quality GW","370"
"2003","PINAL AMA","Municipal","Demand","Municipal","Urban Irrigation","369"
"2016","PINAL AMA","Indian","Demand","Municipal","Municipal","369"
"1992","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","368"
"2011","PRESCOTT AMA","Municipal","Supply","Effluent","Recovered Effluent","366"
"2004","PINAL AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","364"
"2003","PHOENIX AMA","Agricultural","Supply","Spill","Spill","363"
"2012","TUCSON AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","363"
"1986","PINAL AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","361"
"1992","PRESCOTT AMA","Municipal","Demand","Municipal","Small Provider Deliveries","361"
"2010","SANTA CRUZ AMA","Municipal","Demand","Municipal","Small Provider Deliveries","361"
"1995","PINAL AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","360"
"1996","PINAL AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","359"
"2007","PHOENIX AMA","Industrial","Supply","Other","Other","358"
"2017","TUCSON AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","358"
"1994","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","357"
"1987","TUCSON AMA","Industrial","Demand","Industrial","Dairy Facilities","356"
"2000","PRESCOTT AMA","Industrial","Demand","Industrial","Non Facility Use","355"
"1986","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","353"
"2010","PINAL AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","353"
"2018","TUCSON AMA","Industrial","Supply","Surface Water","Surface Water","351"
"1987","PINAL AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","350"
"1990","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","349"
"2015","PINAL AMA","Industrial","Supply","Surface Water","Surface Water","349"
"1988","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","347"
"2006","PINAL AMA","Municipal","Supply","Surface Water","Surface Water","347"
"1987","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","346"
"1986","PINAL AMA","Industrial","Demand","Industrial","Dairy Facilities","345"
"1985","PRESCOTT AMA","Municipal","Demand","Municipal","Small Provider Deliveries","344"
